variable,2020Q1,2020Q2,2020Q3,2020Q4,2021Q1,2021Q2,2021Q3,2021Q4,2022Q1,2022Q2,2022Q3,2022Q4,2023Q1,2023Q2,2023Q3,2023Q4,2024Q1,2024Q2,2024Q3,2024Q4,2025Q1
is_inverse,3.7e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1e-06,0.0,0.0,0.0,0.0
is_local_min,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
is_lucky,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
is_ok,4e-06,0.0,1e-06,0.0,6e-06,0.0,9.2e-05,0.0,0.0,9e-06,1e-06,0.000152,3e-06,3e-06,0.000128,2e-06,1e-06,2e-06,2e-06,0.000161,3e-05
is_prime,0.0,0.0,0.0,0.0,0.0,1e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
is_rectangle,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
is_similarity,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
is_square,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000171,0.0,0.0,0.0
is_subsequence,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
is_valid,7.9e-05,0.000374,6.1e-05,0.000267,0.000206,0.000216,0.000196,0.000106,0.000771,0.000111,0.000372,0.000341,0.000472,0.000367,0.000169,0.000504,0.000206,0.000442,0.000163,0.00064,0.000804
is_valid_rectangle,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
is_valid_square,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ispositive,0.0,0.0,4.9e-05,6.5e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3e-06,0.0
isqrt,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.4e-05,0.0,0.0,0.000172,0.0,0.0,0.0,0.0,0.0
it,0.003384,0.002195,0.002737,0.004192,0.002606,0.001538,0.003959,0.002297,0.003758,0.001132,0.003467,0.004294,0.002495,0.001445,0.002762,0.003134,0.001577,0.003335,0.002338,0.003396,0.001851
itd,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
item,0.004568,0.004803,0.005536,0.00637,0.006743,0.006476,0.007586,0.011274,0.006903,0.008036,0.00619,0.006917,0.007922,0.008899,0.008236,0.009187,0.011323,0.009122,0.007108,0.009285,0.00813
items,0.003745,0.00624,0.004975,0.002824,0.001987,0.00287,0.002737,0.0041,0.005223,0.003204,0.003992,0.00327,0.005277,0.005682,0.005886,0.004658,0.00608,0.005394,0.005077,0.004941,0.00436
iter,0.000398,0.00187,0.00171,0.001604,0.000134,0.001901,0.00119,0.001354,0.000886,0.001243,0.00083,0.003072,0.00066,0.003156,0.000614,0.001069,0.000817,0.000719,0.001214,0.000793,0.000882
iterable,0.00012,6e-05,0.000177,2.4e-05,0.0,5.2e-05,1.1e-05,0.001205,6e-06,0.000316,0.000215,6.9e-05,0.000151,0.000586,0.00026,6.9e-05,1.6e-05,2.8e-05,0.000348,0.000136,0.000118
itero,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
itertools,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2e-06,0.0,0.0,0.0,0.0
ith,0.0,0.0,0.0,1e-05,0.0,0.0,0.0,0.0,0.000472,5e-06,0.000145,0.0,0.0,7.8e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.000205
itops,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
itr,0.000569,0.001449,0.000331,0.000836,0.000935,0.001288,0.000744,0.001483,0.000476,0.001236,0.000342,0.00104,0.002054,0.000287,0.000127,0.000636,0.000472,0.000923,0.000237,0.000324,0.000342
ivy,0.0,0.0,5.3e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
j,0.007736,0.009667,0.009339,0.018357,0.011263,0.008683,0.010595,0.012485,0.011569,0.008762,0.013703,0.011471,0.013894,0.011974,0.011812,0.014535,0.01215,0.010982,0.009311,0.011526,0.011833
j1,8e-06,0.000482,1.8e-05,0.000104,0.001066,0.000151,0.000235,0.001081,0.000236,0.000224,0.001135,0.000132,0.000151,8.6e-05,0.00012,1.2e-05,4.4e-05,2e-06,0.000196,0.000315,7.9e-05
jj,0.001263,0.000238,0.001244,0.000501,0.000377,4.9e-05,0.000141,0.001172,0.000215,0.000457,0.000773,0.000632,0.000257,0.000305,0.000339,0.000181,0.000459,0.00029,0.000338,0.000351,0.000375
juicer,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
jump,0.0,0.0,0.000164,0.000106,0.0,0.0,4.8e-05,0.0,4.4e-05,0.000128,0.0,6.9e-05,5.2e-05,0.000116,0.0,2e-06,0.0,0.0,0.0,2.2e-05,0.0
jumps,0.000167,0.0,1e-06,0.0,0.0,0.0,0.0,0.0,0.0,4.7e-05,0.0,0.0,0.0,9.8e-05,0.0,3.6e-05,1e-06,9e-06,1.6e-05,0.000459,8.4e-05
k,0.021237,0.022543,0.023143,0.027665,0.029108,0.025263,0.02467,0.025423,0.028798,0.030271,0.031044,0.028648,0.027005,0.026479,0.032694,0.029502,0.027489,0.029661,0.032159,0.027126,0.02806
k1,0.001786,0.001054,0.001762,0.003924,0.001891,0.001339,0.001469,0.001757,0.001274,0.001913,0.002831,0.001557,0.001209,0.001151,0.001787,0.000953,0.001081,0.001156,0.001238,0.001816,0.002166
k2,0.000931,0.000854,0.000487,0.003431,0.001225,0.001463,0.000803,0.001379,0.001421,0.000961,0.0015,0.000745,0.00067,0.000541,0.001037,0.000698,0.000673,0.001133,0.001191,0.001594,0.001827
k3,0.000101,0.000433,0.00037,0.001871,0.000509,0.0,5e-05,0.0,4.9e-05,0.000125,0.000573,0.000278,0.00024,9e-06,0.000302,0.000396,0.000116,0.000184,0.000141,0.001387,0.000282
k5,0.0,8.3e-05,0.0,0.0,0.000298,0.0,0.0,0.0,0.0,0.0,5.6e-05,0.0,0.00024,9e-06,0.000282,0.000116,7.3e-05,2.6e-05,4e-05,0.0,0.0
k6,0.0,3.3e-05,0.0,0.0,0.000298,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9e-06,0.000282,1.5e-05,7.3e-05,2.6e-05,0.0,0.0,4e-06
keep,0.005833,0.005043,0.00556,0.003719,0.006376,0.00379,0.004678,0.005809,0.004955,0.005898,0.004226,0.005109,0.003419,0.003541,0.003688,0.00298,0.002483,0.001999,0.002272,0.003077,0.002691
key,0.008711,0.008766,0.012419,0.011339,0.010878,0.011461,0.01293,0.012771,0.010678,0.013447,0.01224,0.011715,0.014715,0.013361,0.010856,0.013889,0.011369,0.016901,0.014384,0.016946,0.014155
kf,0.000911,0.001934,0.000818,0.00015,7.2e-05,0.002231,0.000649,0.00087,0.000689,0.001041,0.000343,0.000863,0.000202,0.001447,0.000524,0.000808,0.000323,0.00142,0.001168,0.000918,0.000521
ki,1e-06,7.8e-05,6.9e-05,0.0,0.0,0.0,0.0,0.0,0.0,8.6e-05,0.000248,0.000114,0.00012,0.000179,0.00022,6.6e-05,0.000106,0.0,0.000131,0.0,0.0
kids,2e-06,0.0,0.0,0.000172,0.0,0.000149,1.5e-05,6e-06,1.8e-05,2.1e-05,6e-06,2.7e-05,2.3e-05,2e-06,0.0,1e-05,0.000172,1.3e-05,4e-06,0.0,9e-06
king_attacks,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
king_black,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
king_white,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
kitten,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
kk,0.001285,0.000146,0.001281,0.001266,0.000379,0.000783,0.000897,0.000896,0.000462,0.000265,0.000158,0.00022,0.000308,0.000167,0.000191,0.000555,0.000159,0.000261,0.000346,0.00027,0.001132
kmp,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000119,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
knight,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
knights,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.9e-05
knightsAllowed,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
kp,0.0006,0.000983,0.000477,0.001563,0.001084,0.000622,0.000581,0.001098,0.000609,0.000219,7.1e-05,0.001357,0.000522,0.000468,0.000296,0.000595,0.00057,0.000674,0.000752,0.000271,0.000447
kpi,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000135,0.0,0.0,0.0,0.0,0.0,0.0,6.1e-05,0.00022,0.0,0.0
kr,1e-06,0.0,0.0,4.6e-05,5e-06,9.6e-05,0.000135,0.0,0.0,0.0,0.000253,0.000289,0.0,0.0,0.000132,0.0,0.000965,4e-05,0.000125,8.2e-05,0.000112
kwargs,0.008144,0.007604,0.004929,0.009448,0.00479,0.004029,0.005201,0.008618,0.008103,0.008082,0.006606,0.007328,0.011194,0.008979,0.005717,0.009245,0.005827,0.00985,0.0076,0.011142,0.013638
l,0.017798,0.020079,0.016789,0.020893,0.013515,0.012642,0.011886,0.01359,0.015312,0.016345,0.016549,0.017595,0.012124,0.013413,0.017739,0.009754,0.012628,0.009487,0.015371,0.011972,0.010035
l1,0.002647,0.002388,0.004627,0.003731,0.002534,0.001278,0.003134,0.00297,0.003439,0.001376,0.003285,0.002607,0.003445,0.002551,0.003742,0.004155,0.002184,0.002052,0.001395,0.001717,0.001058
l2,0.00391,0.002384,0.004408,0.003674,0.003045,0.002029,0.003348,0.002552,0.004405,0.001166,0.001644,0.002279,0.002717,0.003126,0.003841,0.002889,0.002626,0.002192,0.001697,0.001433,0.001062
l_end,0.0,2e-06,0.0,1.3e-05,1.5e-05,1e-05,3.3e-05,1e-05,1.2e-05,1e-05,3.4e-05,2e-05,7e-06,1.3e-05,1.1e-05,1.7e-05,3e-06,7e-06,0.000132,4e-06,6e-06
l_m,0.0,0.0,0.0,1.7e-05,0.0,0.0,6.2e-05,0.0,0.0,0.000335,0.0,1.3e-05,1.8e-05,0.0,0.0,0.0,0.0,0.0,6e-06,0.0,0.0
l_n,0.0,0.0,0.0,7.8e-05,0.0,0.0,0.000321,8.2e-05,0.0,0.0,4.2e-05,1.3e-05,0.000166,0.00016,0.0,0.000125,0.0,0.0,7.9e-05,0.0,0.00024
l_out,0.0,0.0,1e-06,0.0,0.000358,0.0,2.6e-05,0.0,0.0,0.0,0.0,1.8e-05,7e-06,5.5e-05,0.0,0.000138,9.6e-05,3e-06,0.000238,2e-05,0.000134
l_r,0.000437,0.0,0.000114,0.0,0.0,0.0,0.0,0.0,0.0,3.4e-05,0.0,0.0,0.000107,0.0,0.0,0.0,0.0,0.0,6e-06,0.0,0.0
l_s_c,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4e-06,0.0,0.0
l_s_r,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
label,0.035433,0.036973,0.037985,0.04324,0.040571,0.036807,0.040393,0.032524,0.037264,0.045135,0.038653,0.030299,0.037493,0.037798,0.037499,0.039011,0.03622,0.03319,0.034545,0.026858,0.027419
labels,0.048714,0.050283,0.046867,0.040537,0.054905,0.046614,0.059371,0.062987,0.052067,0.056838,0.057852,0.057089,0.059972,0.05598,0.056344,0.056387,0.048025,0.05075,0.045189,0.050602,0.049308
lane,0.000144,0.0,0.002493,0.000219,0.000153,0.0,0.000214,0.00042,3.7e-05,0.0,7.2e-05,5.8e-05,0.000101,0.000236,0.000605,3.8e-05,0.0,3.3e-05,4.5e-05,0.000277,4.9e-05
laneFirstValue,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
laneSize,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
languages,2.2e-05,0.0,0.000135,0.001146,0.000403,0.000212,0.000849,0.000417,0.001531,7.5e-05,0.000248,0.00128,0.000126,0.00064,0.000217,0.000534,0.002039,0.000152,0.001191,0.000497,0.000896
laptops,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
larger,0.0,0.000108,0.001199,9.4e-05,0.000194,0.000664,0.000539,0.0001,0.000154,0.000145,8.9e-05,1.7e-05,3.9e-05,9.9e-05,4.2e-05,0.000159,0.0,6.4e-05,1e-05,0.000197,0.0
largo,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
last,0.001686,0.003255,0.001114,0.002699,0.001247,0.000958,0.000959,0.002761,0.002634,0.001606,0.001218,0.001199,0.001143,0.001025,0.001194,0.001448,0.000859,0.001341,0.001925,0.001677,0.001362
lastR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
last_direction,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3e-06,4.7e-05,1.5e-05
last_element_first,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
last_index,0.000326,0.000215,0.000172,0.000816,4.5e-05,3.1e-05,0.000442,0.000401,0.000296,0.000457,0.000249,0.000338,4.6e-05,0.000154,0.000266,0.000138,0.0,0.000353,0.001012,4e-05,0.000244
last_key,0.0,0.0,0.000179,0.0,8e-06,0.000164,0.0,4.8e-05,0.0,0.000439,0.0,0.000414,1.6e-05,2.1e-05,4.2e-05,2e-05,4.3e-05,0.000189,5.9e-05,0.000325,6.2e-05
last_of_a,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
last_op,0.0,0.0,0.0,0.0,1e-06,1.7e-05,1.4e-05,0.0,0.0,0.0,0.0,0.0,3.5e-05,0.000106,3.6e-05,0.000119,1e-05,0.0,0.0,0.0,0.0
last_pos,0.0,0.000202,1.6e-05,8.7e-05,6.3e-05,0.000151,0.0,2e-06,9.8e-05,9e-06,5.2e-05,3e-06,0.0,4.8e-05,9.5e-05,0.000181,0.0,2.6e-05,4.3e-05,2.1e-05,0.000283
lasttime,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.2e-05,5.3e-05,0.0,0.0,0.0,0.0
lastworks,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
layer,0.007448,0.009133,0.006391,0.004433,0.004748,0.007535,0.006787,0.004518,0.009256,0.007358,0.009105,0.006693,0.007381,0.004621,0.006963,0.007515,0.007424,0.00938,0.006233,0.005843,0.006935
lb,0.001683,0.001518,0.001747,0.001306,0.000504,0.001676,0.000743,0.000942,0.00106,0.000987,0.000991,0.001677,0.002113,0.001796,0.004981,0.001141,0.002122,0.000853,0.000729,0.001961,0.00097
lc,0.000732,0.000342,3.5e-05,0.000257,0.000167,0.000274,0.000165,0.000354,0.000276,0.000565,0.000501,0.001051,0.000467,0.000156,0.000473,0.000678,0.000712,0.000377,0.000544,0.000123,0.000461
lcm,0.0,6.6e-05,0.0,4.7e-05,0.0,5.8e-05,5.7e-05,0.0,0.0,1.8e-05,4.3e-05,0.0,4.9e-05,0.0,2.8e-05,0.0,4e-06,0.0,0.0,1.5e-05,0.0
lcp,0.0,0.0,0.0,0.0,0.0,1.2e-05,0.0,2e-05,0.0,0.0,0.0,6e-06,1e-05,5e-06,1.5e-05,1.1e-05,1.5e-05,3e-06,7e-06,5e-06,4e-06
ld,0.00016,0.00043,5.6e-05,0.000172,7.7e-05,0.000184,8e-05,0.00081,8.3e-05,0.000177,0.000187,9.9e-05,0.000216,9.9e-05,0.000212,3.4e-05,5e-05,0.000138,7.3e-05,0.0,5.7e-05
le,0.000565,0.0014,0.000184,0.000787,0.000909,0.00049,0.000362,0.001125,0.000301,0.001618,8.1e-05,0.000512,0.000709,0.0006,0.000447,0.000177,0.000828,0.000459,3.5e-05,0.000447,0.000288
le1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
leader,0.0,0.0,5.3e-05,1e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3e-05,0.0,3.8e-05,0.0,0.0,0.0,0.0,0.0,6e-06,0.0
leaf,0.0,0.000227,0.000484,4.6e-05,7.4e-05,0.000154,7.1e-05,2.4e-05,0.000169,2.2e-05,1.5e-05,0.000108,0.000137,4.4e-05,1.7e-05,3.8e-05,1e-06,0.000384,0.000801,0.000146,0.000189
leaf_count,3.5e-05,0.0,0.000357,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1e-06,0.0,3e-06,0.000159,0.0,2e-06,1e-06,1e-06,0.000317,0.0,3e-06
leap,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
least,0.0,0.0,0.0,0.0,0.0,0.0,7.7e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
leastSignificantBit,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
leave,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4e-05,0.0,9e-06,0.0,0.0,4.4e-05,0.0,0.0,0.0,0.0
leaves,0.0,0.000421,0.000475,0.000354,0.000211,0.000442,0.000651,0.000173,0.000451,0.000263,0.0,0.000218,3.5e-05,3.1e-05,0.000702,2.2e-05,4.4e-05,0.000229,0.000618,0.000295,0.000849
left,0.005141,0.006118,0.008642,0.006117,0.004214,0.006029,0.006253,0.003741,0.004719,0.004262,0.004458,0.005204,0.007392,0.00647,0.006936,0.005586,0.006413,0.005439,0.004932,0.007056,0.003542
left_dist,0.0,1.3e-05,8e-06,8e-06,0.0,0.0,0.0,0.0,0.0,0.0,7.2e-05,0.0,0.0,9.5e-05,8e-06,9e-06,0.0,0.0,0.0,0.0,0.0
left_div,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
left_gap,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
left_part,0.0,0.0,0.0,0.0,0.000398,0.0,0.000214,0.0,0.0,0.000112,0.0,0.0,0.0,0.0,0.0,0.0,0.0001,0.000134,0.0,0.0,0.0
left_str,3e-06,0.0,0.0,0.0,0.0,9.6e-05,3.1e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000494,0.0,0.0,0.0,0.0,0.0,0.0
leftbank,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
leftbest,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
leftover,0.0,0.0,0.000112,0.0,0.000398,0.0,0.000285,0.0,0.000186,2e-06,0.0,1.8e-05,5.6e-05,3.9e-05,6.4e-05,6.1e-05,0.0,3.5e-05,0.000111,0.000454,0.0
len,0.000275,0.000216,0.000137,0.00039,1e-05,0.000254,4.8e-05,2e-06,0.000828,0.000716,0.000213,0.000223,0.000119,0.000149,6.8e-05,0.000539,0.00108,0.000402,0.000497,3.5e-05,0.000159
len1,0.0,0.000421,3.4e-05,7.1e-05,0.000347,0.00085,8e-06,8.2e-05,4e-06,6e-05,0.000192,4.4e-05,0.0,0.000181,0.000139,0.000439,9.4e-05,0.000176,0.000377,0.000101,0.000118
len2,0.000577,0.000274,3.4e-05,3.7e-05,0.000347,0.000467,8e-06,8.2e-05,4e-06,3e-06,0.0,4.4e-05,0.0,0.000227,9.2e-05,0.000338,9.2e-05,0.000176,0.000418,4.7e-05,0.000118
lenAB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
leng,0.001254,1.3e-05,0.0,0.000401,6.3e-05,0.000128,0.000214,0.000213,0.0,0.000223,5.5e-05,4.4e-05,0.0,0.000281,0.000539,9.2e-05,0.0,8e-06,9.4e-05,0.000105,0.0
lenght,0.0,5.9e-05,0.0,0.0,0.00101,0.0,0.0,0.0,0.0,1.2e-05,0.0,0.0,0.0,6.2e-05,0.0,0.0,6.2e-05,0.0,0.0,0.0,0.0
length,0.008378,0.007617,0.010422,0.011328,0.011154,0.012407,0.012695,0.010953,0.00826,0.011325,0.00882,0.009012,0.009252,0.009699,0.009633,0.010113,0.008469,0.008524,0.011667,0.006705,0.006664
lengths,0.003323,0.004116,0.003145,0.006025,0.003947,0.003946,0.006889,0.002865,0.003015,0.002861,0.00277,0.002673,0.003341,0.005081,0.002225,0.004235,0.00248,0.002686,0.00255,0.003686,0.003614
letras,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
letter,0.000206,2.3e-05,0.000237,7.2e-05,2.8e-05,1.1e-05,0.0,2e-06,8e-06,9.4e-05,0.0,1.9e-05,0.0,0.000164,5.2e-05,0.000174,0.000297,0.000155,0.000138,0.000174,0.000112
letter_amount,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
level,0.000346,0.001658,0.001037,0.001238,0.001247,0.002286,0.002183,0.001914,0.001435,0.001165,0.001298,0.000995,0.001232,0.001641,0.001815,0.001842,0.001488,0.001544,0.001816,0.001513,0.001795
levelcount,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
lf,0.001419,0.000404,0.000269,0.000577,0.000116,0.000602,0.000713,9.6e-05,5.7e-05,0.000238,0.000319,0.000265,0.000191,0.000169,0.000139,0.000585,0.000278,0.000107,9.7e-05,0.000377,0.000653
lft,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
li,7e-05,0.00028,0.000944,0.000206,0.00035,0.000159,0.001122,0.000434,0.001186,0.000383,0.000602,0.000323,0.000292,0.000171,0.00035,0.000273,0.001077,0.000128,0.001032,0.000258,0.000103
library,0.0,0.0,0.0,5.1e-05,0.000147,0.000703,0.001123,3.2e-05,3.4e-05,2.4e-05,8.4e-05,6.3e-05,1.8e-05,3.8e-05,0.0,0.000388,0.0,6.8e-05,5.2e-05,0.000156,3.1e-05
liesIn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
light,5e-06,0.00012,0.0,3.6e-05,0.000323,0.00034,0.000967,0.002488,0.000569,0.00026,0.000249,9.8e-05,0.000191,0.000203,0.000669,0.000145,0.00074,0.000147,0.00029,0.000251,0.000355
lights,0.0,0.0,0.0,0.0,0.000123,0.000599,2.3e-05,0.0,0.000187,0.000318,0.000192,0.000116,5.2e-05,0.000359,7.8e-05,3.2e-05,0.000296,0.000545,0.000323,0.000111,2e-05
like,0.0,0.000342,0.0,0.0,0.0,0.0,5.4e-05,3.8e-05,0.0,0.0,0.0,0.0,0.00016,0.0,8.6e-05,0.0,0.0,3.1e-05,0.000236,0.0,0.0
likes,0.0,0.0,0.0,0.000401,0.0,6e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.000443,0.0,0.0,0.0,2.1e-05,1.1e-05,0.0,0.0,0.0
liking,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
limes,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
limit,0.001146,0.000592,0.000712,0.000332,0.000946,0.000368,0.001345,0.001276,0.000488,0.001313,0.000532,0.00032,0.000875,0.001499,0.000405,0.000531,0.000795,0.000939,0.0012,0.000305,0.000465
limlen,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
