Skipped LLM_code/arxiv_dataset/2020/Q1/A-Two-Step-Disentanglement-Method/DisAdvNet.py: inconsistent use of tabs and spaces in indentation (<unknown>, line 21)
Skipped LLM_code/arxiv_dataset/2021/Q1/LSFA/rfcn/test.py: Missing parentheses in call to 'print'. Did you mean print(...)? (<unknown>, line 51)
Skipped LLM_code/arxiv_dataset/2021/Q1/LSFA/rfcn/demo.py: Missing parentheses in call to 'print'. Did you mean print(...)? (<unknown>, line 117)
Skipped LLM_code/arxiv_dataset/2021/Q1/LSFA/rfcn/core/tester.py: Missing parentheses in call to 'print'. Did you mean print(...)? (<unknown>, line 104)
Skipped LLM_code/arxiv_dataset/2021/Q1/LSFA/rfcn/symbols/resnet_v1_101_rfcn.py: Missing parentheses in call to 'print'. Did you mean print(...)? (<unknown>, line 569)
Skipped LLM_code/arxiv_dataset/2021/Q1/LSFA/rfcn/operator_py/proposal.py: Missing parentheses in call to 'print'. Did you mean print(...)? (<unknown>, line 47)
Skipped LLM_code/arxiv_dataset/2021/Q1/LSFA/rfcn/operator_py/proposal_target.py: Missing parentheses in call to 'print'. Did you mean print(...)? (<unknown>, line 68)
Skipped LLM_code/arxiv_dataset/2021/Q1/LSFA/lib/bbox/bbox_regression.py: Missing parentheses in call to 'print'. Did you mean print(...)? (<unknown>, line 36)
Skipped LLM_code/arxiv_dataset/2021/Q1/LSFA/lib/utils/roidb.py: Missing parentheses in call to 'print'. Did you mean print(...)? (<unknown>, line 27)
Skipped LLM_code/arxiv_dataset/2021/Q1/LSFA/lib/utils/load_data.py: Missing parentheses in call to 'print'. Did you mean print(...)? (<unknown>, line 56)
Skipped LLM_code/arxiv_dataset/2021/Q1/LSFA/lib/dataset/imdb.py: Missing parentheses in call to 'print'. Did you mean print(...)? (<unknown>, line 94)
Skipped LLM_code/arxiv_dataset/2021/Q1/LSFA/lib/dataset/imagenet_vid.py: Missing parentheses in call to 'print'. Did you mean print(...)? (<unknown>, line 60)
Skipped LLM_code/arxiv_dataset/2021/Q1/LSFA/lib/dataset/imagenet_vid_eval.py: Missing parentheses in call to 'print'. Did you mean print(...)? (<unknown>, line 92)
Skipped LLM_code/arxiv_dataset/2021/Q1/LSFA/lib/rpn/rpn.py: Missing parentheses in call to 'print'. Did you mean print(...)? (<unknown>, line 161)
Skipped LLM_code/arxiv_dataset/2021/Q1/LPC_MOT/fast-reid/tools/deploy/Caffe/net.py: invalid syntax (<unknown>, line 1)
Skipped LLM_code/arxiv_dataset/2021/Q1/md-bnn/quantized_nets.py: Missing parentheses in call to 'print'. Did you mean print(...)? (<unknown>, line 145)
Skipped LLM_code/arxiv_dataset/2021/Q1/md-bnn/optimizers/MDAadam.py: Missing parentheses in call to 'print'. Did you mean print(...)? (<unknown>, line 81)
Skipped LLM_code/arxiv_dataset/2021/Q1/md-bnn/optimizers/EGDadam.py: Missing parentheses in call to 'print'. Did you mean print(...)? (<unknown>, line 93)
Skipped LLM_code/arxiv_dataset/2021/Q1/md-bnn/utils/simplex_utils.py: Missing parentheses in call to 'print'. Did you mean print(...)? (<unknown>, line 50)
Skipped LLM_code/arxiv_dataset/2021/Q1/md-bnn/methods/tanh_projn.py: Missing parentheses in call to 'print'. Did you mean print(...)? (<unknown>, line 29)
Skipped LLM_code/arxiv_dataset/2021/Q1/co-mod-gan/dnnlib/util.py: invalid non-printable character U+FEFF (<unknown>, line 1)
Skipped LLM_code/arxiv_dataset/2021/Q1/md-bnn/methods/mda_tanh.py: Missing parentheses in call to 'print'. Did you mean print(...)? (<unknown>, line 32)
Skipped LLM_code/arxiv_dataset/2021/Q1/md-bnn/methods/binary_connect.py: Missing parentheses in call to 'print'. Did you mean print(...)? (<unknown>, line 30)
Skipped LLM_code/arxiv_dataset/2021/Q1/md-bnn/methods/softmax_projn.py: Missing parentheses in call to 'print'. Did you mean print(...)? (<unknown>, line 33)
Skipped LLM_code/arxiv_dataset/2021/Q1/md-bnn/methods/continuous_net.py: Missing parentheses in call to 'print'. Did you mean print(...)? (<unknown>, line 90)
Skipped LLM_code/arxiv_dataset/2021/Q1/md-bnn/methods/mda_softmax.py: Missing parentheses in call to 'print'. Did you mean print(...)? (<unknown>, line 33)
Skipped LLM_code/arxiv_dataset/2021/Q1/DeepLight_Deep-Lightweight-Feature-Interactions/NFM.py: Missing parentheses in call to 'print'. Did you mean print(...)? (<unknown>, line 175)
Skipped LLM_code/arxiv_dataset/2021/Q1/DeepLight_Deep-Lightweight-Feature-Interactions/model/DeepFMs.py: Missing parentheses in call to 'print'. Did you mean print(...)? (<unknown>, line 458)
Skipped LLM_code/arxiv_dataset/2021/Q1/DeepLight_Deep-Lightweight-Feature-Interactions/utils/find_the_similar_sparse_dnn.py: Missing parentheses in call to 'print'. Did you mean print(...)? (<unknown>, line 8)
Skipped LLM_code/arxiv_dataset/2021/Q1/SelfGait/models/utils/data_loader.py: 'utf-8' codec can't decode byte 0xca in position 178: invalid continuation byte
Skipped LLM_code/arxiv_dataset/2021/Q1/SelfGait/models/utils/data_set.py: 'utf-8' codec can't decode byte 0xb5 in position 1032: invalid start byte
Skipped LLM_code/arxiv_dataset/2021/Q1/DeepLight_Deep-Lightweight-Feature-Interactions/data/large/preprocess.py: Missing parentheses in call to 'print'. Did you mean print(...)? (<unknown>, line 64)
Skipped LLM_code/arxiv_dataset/2021/Q1/FG3D-Net/code/tools/demo_test.py: Missing parentheses in call to 'print'. Did you mean print(...)? (<unknown>, line 153)
Skipped LLM_code/arxiv_dataset/2021/Q1/FG3D-Net/code/tools/train_airplane_bilinear_similarity.py: Missing parentheses in call to 'print'. Did you mean print(...)? (<unknown>, line 84)
Skipped LLM_code/arxiv_dataset/2021/Q1/FG3D-Net/code/tools/test_bilinear_similarity_airplane_rnn.py: Missing parentheses in call to 'print'. Did you mean print(...)? (<unknown>, line 84)
Skipped LLM_code/arxiv_dataset/2021/Q1/FG3D-Net/code/tools/train_car_bilinear_similarity_rnn.py: Missing parentheses in call to 'print'. Did you mean print(...)? (<unknown>, line 85)
Skipped LLM_code/arxiv_dataset/2021/Q1/FG3D-Net/code/tools/test_bilinear_similarity_car.py: Missing parentheses in call to 'print'. Did you mean print(...)? (<unknown>, line 85)
Skipped LLM_code/arxiv_dataset/2021/Q1/FG3D-Net/code/tools/test_bilinear_similarity_chair_rnn.py: Missing parentheses in call to 'print'. Did you mean print(...)? (<unknown>, line 84)
Skipped LLM_code/arxiv_dataset/2021/Q1/FG3D-Net/code/tools/train_chair_bilinear_similarity_rnn.py: Missing parentheses in call to 'print'. Did you mean print(...)? (<unknown>, line 85)
Skipped LLM_code/arxiv_dataset/2021/Q1/FG3D-Net/code/lib/fast_rcnn/train_rpn.py: Missing parentheses in call to 'print'. Did you mean print(...)? (<unknown>, line 60)
Skipped LLM_code/arxiv_dataset/2021/Q1/FG3D-Net/code/lib/fast_rcnn/train_car_bilinear_similarity_rnn_attention.py: Missing parentheses in call to 'print'. Did you mean print(...)? (<unknown>, line 61)
Skipped LLM_code/arxiv_dataset/2021/Q1/FG3D-Net/code/lib/fast_rcnn/test.py: Missing parentheses in call to 'print'. Did you mean print(...)? (<unknown>, line 343)
Skipped LLM_code/arxiv_dataset/2021/Q1/FG3D-Net/code/lib/fast_rcnn/test_airplane_bilinear_similarity1.py: Missing parentheses in call to 'print'. Did you mean print(...)? (<unknown>, line 64)
Skipped LLM_code/arxiv_dataset/2021/Q1/FG3D-Net/code/lib/fast_rcnn/train_airplane_bilinear_similarity.py: Missing parentheses in call to 'print'. Did you mean print(...)? (<unknown>, line 57)
Skipped LLM_code/arxiv_dataset/2021/Q1/FG3D-Net/code/lib/fast_rcnn/test_airplane_bilinear_similarity.py: Missing parentheses in call to 'print'. Did you mean print(...)? (<unknown>, line 65)
Skipped LLM_code/arxiv_dataset/2021/Q1/FG3D-Net/code/lib/fast_rcnn/train_rpn_step.py: Missing parentheses in call to 'print'. Did you mean print(...)? (<unknown>, line 60)
Skipped LLM_code/arxiv_dataset/2021/Q1/FG3D-Net/code/lib/fast_rcnn/test_mn40_bilinear_similarity.py: Missing parentheses in call to 'print'. Did you mean print(...)? (<unknown>, line 65)
Skipped LLM_code/arxiv_dataset/2021/Q1/FG3D-Net/code/lib/fast_rcnn/test_part4feature_car.py: Missing parentheses in call to 'print'. Did you mean print(...)? (<unknown>, line 60)
Skipped LLM_code/arxiv_dataset/2021/Q1/FG3D-Net/code/lib/fast_rcnn/test_bilinear_similarity_airplane_step.py: Missing parentheses in call to 'print'. Did you mean print(...)? (<unknown>, line 59)
Skipped LLM_code/arxiv_dataset/2021/Q1/FG3D-Net/code/lib/fast_rcnn/test_part4feature_chair.py: Missing parentheses in call to 'print'. Did you mean print(...)? (<unknown>, line 60)
Skipped LLM_code/arxiv_dataset/2021/Q1/FG3D-Net/code/lib/fast_rcnn/train_airplane_bilinear_similarity_bag_of_feature_rnn_attention.py: Missing parentheses in call to 'print'. Did you mean print(...)? (<unknown>, line 64)
Skipped LLM_code/arxiv_dataset/2021/Q1/FG3D-Net/code/lib/fast_rcnn/test_car_bilinear_similarity.py: Missing parentheses in call to 'print'. Did you mean print(...)? (<unknown>, line 65)
Skipped LLM_code/arxiv_dataset/2021/Q1/FG3D-Net/code/lib/fast_rcnn/train_part4feature_chair.py: Missing parentheses in call to 'print'. Did you mean print(...)? (<unknown>, line 61)
Skipped LLM_code/arxiv_dataset/2021/Q1/FG3D-Net/code/lib/fast_rcnn/test_chair_bilinear_similarity.py: Missing parentheses in call to 'print'. Did you mean print(...)? (<unknown>, line 65)
Skipped LLM_code/arxiv_dataset/2021/Q1/FG3D-Net/code/lib/fast_rcnn/test_part4feature_airplane.py: Missing parentheses in call to 'print'. Did you mean print(...)? (<unknown>, line 60)
Skipped LLM_code/arxiv_dataset/2021/Q1/FG3D-Net/code/lib/fast_rcnn/train_airplane_bilinear_similarity_rnn_attention_v20.py: Missing parentheses in call to 'print'. Did you mean print(...)? (<unknown>, line 69)
Skipped LLM_code/arxiv_dataset/2021/Q1/FG3D-Net/code/lib/fast_rcnn/test_backup.py: Missing parentheses in call to 'print'. Did you mean print(...)? (<unknown>, line 343)
Skipped LLM_code/arxiv_dataset/2021/Q1/FG3D-Net/code/lib/fast_rcnn/test_airplane_bilinear_similarity_v20.py: Missing parentheses in call to 'print'. Did you mean print(...)? (<unknown>, line 72)
Skipped LLM_code/arxiv_dataset/2021/Q1/FG3D-Net/code/lib/fast_rcnn/train_mn40_bilinear_similarity_rnn_attention.py: Missing parentheses in call to 'print'. Did you mean print(...)? (<unknown>, line 61)
Skipped LLM_code/arxiv_dataset/2021/Q1/FG3D-Net/code/lib/fast_rcnn/train_blinear_similarity_airplane_step.py: Missing parentheses in call to 'print'. Did you mean print(...)? (<unknown>, line 62)
Skipped LLM_code/arxiv_dataset/2021/Q1/FG3D-Net/code/lib/fast_rcnn/train_part4feature_car.py: Missing parentheses in call to 'print'. Did you mean print(...)? (<unknown>, line 61)
Skipped LLM_code/arxiv_dataset/2021/Q1/FG3D-Net/code/lib/fast_rcnn/train_chair_bilinear_similarity_rnn_attention.py: Missing parentheses in call to 'print'. Did you mean print(...)? (<unknown>, line 61)
Skipped LLM_code/arxiv_dataset/2021/Q1/FG3D-Net/code/lib/fast_rcnn/train_part4feature_airplane.py: Missing parentheses in call to 'print'. Did you mean print(...)? (<unknown>, line 61)
Skipped LLM_code/arxiv_dataset/2021/Q1/FG3D-Net/code/lib/fast_rcnn/train_airplane_bilinear_similarity_rnn_attention_view.py: Missing parentheses in call to 'print'. Did you mean print(...)? (<unknown>, line 61)
Skipped LLM_code/arxiv_dataset/2021/Q1/FG3D-Net/code/lib/fast_rcnn/train_airplane_bilinear_similarity_softmax.py: Missing parentheses in call to 'print'. Did you mean print(...)? (<unknown>, line 57)
Skipped LLM_code/arxiv_dataset/2021/Q1/FG3D-Net/code/lib/fast_rcnn/train_airplane_bilinear_similarity_rnn_attention.py: Missing parentheses in call to 'print'. Did you mean print(...)? (<unknown>, line 61)
Skipped LLM_code/arxiv_dataset/2021/Q1/FG3D-Net/code/lib/fast_rcnn/train_airplane_bilinear_similarity_rnn.py: Missing parentheses in call to 'print'. Did you mean print(...)? (<unknown>, line 60)
Skipped LLM_code/arxiv_dataset/2021/Q1/FG3D-Net/code/lib/fast_rcnn/test_airplane_bilinear_similarity_view.py: Missing parentheses in call to 'print'. Did you mean print(...)? (<unknown>, line 62)
Skipped LLM_code/arxiv_dataset/2021/Q1/FG3D-Net/code/lib/roi_data_layer/minibatch_airplane_v20.py: Missing parentheses in call to 'print'. Did you mean print(...)? (<unknown>, line 193)
Skipped LLM_code/arxiv_dataset/2021/Q1/FG3D-Net/code/lib/roi_data_layer/roidb_airplane_v20.py: Missing parentheses in call to 'print'. Did you mean print(...)? (<unknown>, line 87)
Skipped LLM_code/arxiv_dataset/2021/Q1/FG3D-Net/code/lib/roi_data_layer/roidb_car.py: Missing parentheses in call to 'print'. Did you mean print(...)? (<unknown>, line 86)
Skipped LLM_code/arxiv_dataset/2021/Q1/apollo/modules/tools/rosbag/extract_trajectory.py: expected 'else' after 'if' expression (<unknown>, line 68)
Skipped LLM_code/arxiv_dataset/2021/Q1/FG3D-Net/code/lib/roi_data_layer/minibatch_airplane.py: Missing parentheses in call to 'print'. Did you mean print(...)? (<unknown>, line 193)
Skipped LLM_code/arxiv_dataset/2021/Q1/FG3D-Net/code/lib/roi_data_layer/minibatch_car.py: Missing parentheses in call to 'print'. Did you mean print(...)? (<unknown>, line 193)
Skipped LLM_code/arxiv_dataset/2021/Q1/FG3D-Net/code/lib/roi_data_layer/roidb_mn40.py: Missing parentheses in call to 'print'. Did you mean print(...)? (<unknown>, line 86)
Skipped LLM_code/arxiv_dataset/2021/Q1/FG3D-Net/code/lib/roi_data_layer/minibatch_mn40.py: Missing parentheses in call to 'print'. Did you mean print(...)? (<unknown>, line 193)
Skipped LLM_code/arxiv_dataset/2021/Q1/FG3D-Net/code/lib/roi_data_layer/roidb_chair.py: Missing parentheses in call to 'print'. Did you mean print(...)? (<unknown>, line 86)
Skipped LLM_code/arxiv_dataset/2021/Q1/FG3D-Net/code/lib/roi_data_layer/minibatch_chair.py: Missing parentheses in call to 'print'. Did you mean print(...)? (<unknown>, line 193)
Skipped LLM_code/arxiv_dataset/2021/Q1/FG3D-Net/code/lib/roi_data_layer/roidb_airplane.py: Missing parentheses in call to 'print'. Did you mean print(...)? (<unknown>, line 86)
Skipped LLM_code/arxiv_dataset/2021/Q1/FG3D-Net/code/lib/datasets/pascal_voc_car.py: Missing parentheses in call to 'print'. Did you mean print(...)? (<unknown>, line 143)
Skipped LLM_code/arxiv_dataset/2021/Q1/FG3D-Net/code/lib/datasets/pascal_voc_airplane_v20.py: Missing parentheses in call to 'print'. Did you mean print(...)? (<unknown>, line 143)
Skipped LLM_code/arxiv_dataset/2021/Q1/FG3D-Net/code/lib/datasets/factory_airplane_v20.py: Missing parentheses in call to 'print'. Did you mean print(...)? (<unknown>, line 48)
Skipped LLM_code/arxiv_dataset/2021/Q1/FG3D-Net/code/lib/datasets/imdb_chair.py: Missing parentheses in call to 'print'. Did you mean print(...)? (<unknown>, line 27)
Skipped LLM_code/arxiv_dataset/2021/Q1/FG3D-Net/code/lib/datasets/imagenet3d.py: Missing parentheses in call to 'print'. Did you mean print(...)? (<unknown>, line 107)
Skipped LLM_code/arxiv_dataset/2021/Q1/FG3D-Net/code/lib/datasets/nthu.py: Missing parentheses in call to 'print'. Did you mean print(...)? (<unknown>, line 121)
Skipped LLM_code/arxiv_dataset/2021/Q1/FG3D-Net/code/lib/datasets/pascal3d.py: Missing parentheses in call to 'print'. Did you mean print(...)? (<unknown>, line 130)
Skipped LLM_code/arxiv_dataset/2021/Q1/FG3D-Net/code/lib/datasets/pascal_voc_airplane.py: Missing parentheses in call to 'print'. Did you mean print(...)? (<unknown>, line 143)
Skipped LLM_code/arxiv_dataset/2021/Q1/FG3D-Net/code/lib/datasets/factory_airplane.py: Missing parentheses in call to 'print'. Did you mean print(...)? (<unknown>, line 48)
Skipped LLM_code/arxiv_dataset/2021/Q1/FG3D-Net/code/lib/datasets/imdb_mn40.py: Missing parentheses in call to 'print'. Did you mean print(...)? (<unknown>, line 27)
Skipped LLM_code/arxiv_dataset/2021/Q1/FG3D-Net/code/lib/datasets/imdb_car.py: Missing parentheses in call to 'print'. Did you mean print(...)? (<unknown>, line 27)
Skipped LLM_code/arxiv_dataset/2021/Q1/FG3D-Net/code/lib/datasets/factory_car.py: Missing parentheses in call to 'print'. Did you mean print(...)? (<unknown>, line 48)
Skipped LLM_code/arxiv_dataset/2021/Q1/FG3D-Net/code/lib/datasets/factory_mn40.py: Missing parentheses in call to 'print'. Did you mean print(...)? (<unknown>, line 48)
Skipped LLM_code/arxiv_dataset/2021/Q1/FG3D-Net/code/lib/datasets/nissan.py: Missing parentheses in call to 'print'. Did you mean print(...)? (<unknown>, line 121)
Skipped LLM_code/arxiv_dataset/2021/Q1/FG3D-Net/code/lib/datasets/kitti.py: Missing parentheses in call to 'print'. Did you mean print(...)? (<unknown>, line 118)
Skipped LLM_code/arxiv_dataset/2021/Q1/FG3D-Net/code/lib/datasets/pascal_voc_chair.py: Missing parentheses in call to 'print'. Did you mean print(...)? (<unknown>, line 143)
Skipped LLM_code/arxiv_dataset/2021/Q1/FG3D-Net/code/lib/datasets/imdb_airplane.py: Missing parentheses in call to 'print'. Did you mean print(...)? (<unknown>, line 27)
Skipped LLM_code/arxiv_dataset/2021/Q1/FG3D-Net/code/lib/datasets/imdb_airplane_v20.py: Missing parentheses in call to 'print'. Did you mean print(...)? (<unknown>, line 27)
Skipped LLM_code/arxiv_dataset/2021/Q1/FG3D-Net/code/lib/datasets/voc_eval.py: Missing parentheses in call to 'print'. Did you mean print(...)? (<unknown>, line 111)
Skipped LLM_code/arxiv_dataset/2021/Q1/FG3D-Net/code/lib/datasets/pascal_voc_mn40.py: Missing parentheses in call to 'print'. Did you mean print(...)? (<unknown>, line 144)
Skipped LLM_code/arxiv_dataset/2021/Q1/FG3D-Net/code/lib/datasets/factory_chair.py: Missing parentheses in call to 'print'. Did you mean print(...)? (<unknown>, line 48)
Skipped LLM_code/arxiv_dataset/2021/Q1/FG3D-Net/code/lib/datasets/kitti_tracking.py: Missing parentheses in call to 'print'. Did you mean print(...)? (<unknown>, line 142)
Skipped LLM_code/arxiv_dataset/2021/Q1/FG3D-Net/code/lib/gt_data_layer/minibatch_airplane_v20.py: Missing parentheses in call to 'print'. Did you mean print(...)? (<unknown>, line 129)
Skipped LLM_code/arxiv_dataset/2021/Q1/FG3D-Net/code/lib/gt_data_layer/roidb_airplane_v20.py: Missing parentheses in call to 'print'. Did you mean print(...)? (<unknown>, line 33)
Skipped LLM_code/arxiv_dataset/2021/Q1/FG3D-Net/code/lib/gt_data_layer/roidb_car.py: Missing parentheses in call to 'print'. Did you mean print(...)? (<unknown>, line 33)
Skipped LLM_code/arxiv_dataset/2021/Q1/ov2slam/Thirdparty/ceres-solver/internal/ceres/generate_bundle_adjustment_tests.py: Missing parentheses in call to 'print'. Did you mean print(...)? (<unknown>, line 239)
Skipped LLM_code/arxiv_dataset/2021/Q1/FG3D-Net/code/lib/gt_data_layer/minibatch_airplane.py: Missing parentheses in call to 'print'. Did you mean print(...)? (<unknown>, line 129)
Skipped LLM_code/arxiv_dataset/2021/Q1/FG3D-Net/code/lib/gt_data_layer/minibatch_car.py: Missing parentheses in call to 'print'. Did you mean print(...)? (<unknown>, line 129)
Skipped LLM_code/arxiv_dataset/2021/Q1/FG3D-Net/code/lib/gt_data_layer/roidb_mn40.py: Missing parentheses in call to 'print'. Did you mean print(...)? (<unknown>, line 33)
Skipped LLM_code/arxiv_dataset/2021/Q1/FG3D-Net/code/lib/gt_data_layer/minibatch_mn40.py: Missing parentheses in call to 'print'. Did you mean print(...)? (<unknown>, line 129)
Skipped LLM_code/arxiv_dataset/2021/Q1/FG3D-Net/code/lib/gt_data_layer/roidb_chair.py: Missing parentheses in call to 'print'. Did you mean print(...)? (<unknown>, line 33)
Skipped LLM_code/arxiv_dataset/2021/Q1/FG3D-Net/code/lib/gt_data_layer/minibatch_chair.py: Missing parentheses in call to 'print'. Did you mean print(...)? (<unknown>, line 129)
Skipped LLM_code/arxiv_dataset/2021/Q1/FG3D-Net/code/lib/gt_data_layer/roidb_airplane.py: Missing parentheses in call to 'print'. Did you mean print(...)? (<unknown>, line 33)
Skipped LLM_code/arxiv_dataset/2021/Q1/FG3D-Net/code/lib/rpn_msr/anchor_target_layer_tf.py: Missing parentheses in call to 'print'. Did you mean print(...)? (<unknown>, line 29)
Skipped LLM_code/arxiv_dataset/2021/Q1/FG3D-Net/code/lib/rpn_msr/anchor_target_layer.py: Missing parentheses in call to 'print'. Did you mean print(...)? (<unknown>, line 31)
Skipped LLM_code/arxiv_dataset/2021/Q1/FG3D-Net/code/lib/rpn_msr/proposal_layer_tf.py: Missing parentheses in call to 'print'. Did you mean print(...)? (<unknown>, line 60)
Skipped LLM_code/arxiv_dataset/2021/Q1/FG3D-Net/code/lib/rpn_msr/generate.py: Missing parentheses in call to 'print'. Did you mean print(...)? (<unknown>, line 101)
Skipped LLM_code/arxiv_dataset/2021/Q1/FG3D-Net/code/lib/rpn_msr/proposal_layer.py: Missing parentheses in call to 'print'. Did you mean print(...)? (<unknown>, line 33)
Skipped LLM_code/arxiv_dataset/2021/Q1/FG3D-Net/code/lib/rpn_msr/generate_anchors.py: Missing parentheses in call to 'print'. Did you mean print(...)? (<unknown>, line 103)
Skipped LLM_code/arxiv_dataset/2021/Q1/FG3D-Net/code/lib/rpn_msr/proposal_target_layer_tf.py: Missing parentheses in call to 'print'. Did you mean print(...)? (<unknown>, line 51)
Skipped LLM_code/arxiv_dataset/2021/Q1/FG3D-Net/code/lib/roi_pooling_layer/roi_pooling_op_test.py: Missing parentheses in call to 'print'. Did you mean print(...)? (<unknown>, line 26)
Skipped LLM_code/arxiv_dataset/2021/Q1/FG3D-Net/code/lib/networks/network.py: Missing parentheses in call to 'print'. Did you mean print(...)? (<unknown>, line 59)
Skipped LLM_code/arxiv_dataset/2021/Q1/microsleep-detection/code/CNN_LSTM/predict_val.py: '(' was never closed (<unknown>, line 229)
Skipped LLM_code/arxiv_dataset/2021/Q2/Shallow-Aggressive-Decoding/fairseq/examples/adaptive_span/truncated_bptt_lm_task.py: invalid syntax (<unknown>, line 1)
Skipped LLM_code/arxiv_dataset/2021/Q2/OpenMatch/v1/retrievers/DANCE/evaluation/Calculate_Metrics.py: invalid syntax (<unknown>, line 19)
Skipped LLM_code/arxiv_dataset/2021/Q2/Auriga2PAndAS/extract_param.py: Missing parentheses in call to 'print'. Did you mean print(...)? (<unknown>, line 33)
Skipped LLM_code/arxiv_dataset/2021/Q2/RainNet/evaluate.py: invalid syntax (<unknown>, line 31)
Skipped LLM_code/arxiv_dataset/2021/Q2/SyGNS/scripts/DRS_parsing/phenomena_stats_clf.py: Missing parentheses in call to 'print'. Did you mean print(...)? (<unknown>, line 62)
Skipped LLM_code/arxiv_dataset/2021/Q2/SyGNS/scripts/DRS_parsing/contrast_clfs.py: multiple exception types must be parenthesized (<unknown>, line 78)
Skipped LLM_code/arxiv_dataset/2021/Q2/LOVEU-CVPR2021/using_similarity_map/test.py: invalid syntax. Perhaps you forgot a comma? (<unknown>, line 138)
Skipped LLM_code/arxiv_dataset/2021/Q2/LOVEU-CVPR2021/sf_tsn_each_branch/validate.py: unexpected indent (<unknown>, line 2)
Skipped LLM_code/arxiv_dataset/2021/Q2/cif21-multiplicity/cif21.dphot.py: invalid syntax (<unknown>, line 47)
Skipped LLM_code/arxiv_dataset/2021/Q2/DroneCrowd/STANet/dataset/make_data_max.py: Missing parentheses in call to 'print'. Did you mean print(...)? (<unknown>, line 44)
Skipped LLM_code/arxiv_dataset/2021/Q2/DroneCrowd/STANet/dataset/make_data_den.py: Missing parentheses in call to 'print'. Did you mean print(...)? (<unknown>, line 29)
Skipped LLM_code/arxiv_dataset/2021/Q2/EEV-Challenge-2021/tools/vis_vid.py: positional argument follows keyword argument (<unknown>, line 5)
Skipped LLM_code/arxiv_dataset/2021/Q2/SkeletonNet/Skeleton_Inference/volume_train/train_global.py: unterminated string literal (detected at line 309) (<unknown>, line 309)
Skipped LLM_code/arxiv_dataset/2021/Q2/UGDSRE/initialize_biomedical_part2.py: inconsistent use of tabs and spaces in indentation (<unknown>, line 42)
Skipped LLM_code/arxiv_dataset/2021/Q2/UGDSRE/initialize_nyt10_part1.py: inconsistent use of tabs and spaces in indentation (<unknown>, line 52)
Skipped LLM_code/arxiv_dataset/2021/Q2/UGDSRE/initialize_biomedical_part1.py: inconsistent use of tabs and spaces in indentation (<unknown>, line 86)
Skipped LLM_code/arxiv_dataset/2021/Q2/UGDSRE/initialize_nyt10_part2.py: inconsistent use of tabs and spaces in indentation (<unknown>, line 40)
Skipped LLM_code/arxiv_dataset/2021/Q2/UGDSRE/ugdsre_nyt10/train_ug_ranking_pretrain.py: Missing parentheses in call to 'print'. Did you mean print(...)? (<unknown>, line 70)
Skipped LLM_code/arxiv_dataset/2021/Q2/UGDSRE/ugdsre_nyt10/train_ug_pretrain.py: Missing parentheses in call to 'print'. Did you mean print(...)? (<unknown>, line 70)
Skipped LLM_code/arxiv_dataset/2021/Q2/UGDSRE/ugdsre_nyt10/test_baseline.py: Missing parentheses in call to 'print'. Did you mean print(...)? (<unknown>, line 64)
Skipped LLM_code/arxiv_dataset/2021/Q2/UGDSRE/ugdsre_nyt10/network_pretrain.py: inconsistent use of tabs and spaces in indentation (<unknown>, line 26)
Skipped LLM_code/arxiv_dataset/2021/Q2/UGDSRE/ugdsre_nyt10/network_ug.py: inconsistent use of tabs and spaces in indentation (<unknown>, line 26)
Skipped LLM_code/arxiv_dataset/2021/Q2/SkeletonNet/SkeGCNN/train.py: Missing parentheses in call to 'print'. Did you mean print(...)? (<unknown>, line 94)
Skipped LLM_code/arxiv_dataset/2021/Q2/UGDSRE/ugdsre_nyt10/metrics.py: Missing parentheses in call to 'print'. Did you mean print(...)? (<unknown>, line 39)
Skipped LLM_code/arxiv_dataset/2021/Q2/UGDSRE/ugdsre_nyt10/test_ug.py: Missing parentheses in call to 'print'. Did you mean print(...)? (<unknown>, line 61)
Skipped LLM_code/arxiv_dataset/2021/Q2/UGDSRE/ugdsre_nyt10/kg_dataset_transe.py: inconsistent use of tabs and spaces in indentation (<unknown>, line 43)
Skipped LLM_code/arxiv_dataset/2021/Q2/UGDSRE/ugdsre_nyt10/test_ug_proposed.py: Missing parentheses in call to 'print'. Did you mean print(...)? (<unknown>, line 62)
Skipped LLM_code/arxiv_dataset/2021/Q2/UGDSRE/ugdsre_nyt10/network_pretrain_rank.py: inconsistent use of tabs and spaces in indentation (<unknown>, line 23)
Skipped LLM_code/arxiv_dataset/2021/Q2/UGDSRE/ugdsre_biomedical/train_ug_ranking_pretrain.py: Missing parentheses in call to 'print'. Did you mean print(...)? (<unknown>, line 69)
Skipped LLM_code/arxiv_dataset/2021/Q2/SkeletonNet/SkeGCNN/deformation/chamfer_distance.py: Missing parentheses in call to 'print'. Did you mean print(...)? (<unknown>, line 61)
Skipped LLM_code/arxiv_dataset/2021/Q2/UGDSRE/ugdsre_biomedical/train_ug_pretrain.py: Missing parentheses in call to 'print'. Did you mean print(...)? (<unknown>, line 65)
Skipped LLM_code/arxiv_dataset/2021/Q2/UGDSRE/ugdsre_biomedical/test_baseline.py: Missing parentheses in call to 'print'. Did you mean print(...)? (<unknown>, line 64)
Skipped LLM_code/arxiv_dataset/2021/Q2/UGDSRE/ugdsre_biomedical/network_pretrain.py: inconsistent use of tabs and spaces in indentation (<unknown>, line 27)
