Skipped LLM_code/arxiv_dataset/2023/Q4/fusdom/examples/adaptive_span/truncated_bptt_lm_task.py: invalid syntax (<unknown>, line 1)
Skipped LLM_code/arxiv_dataset/2021/Q1/SCAN-CCI-FER/GACNN/main_jaffe.py: unexpected indent (<unknown>, line 175)
Skipped LLM_code/arxiv_dataset/2021/Q1/SCAN-CCI-FER/OADN/dataset/affectnet_dataset_attentionmaps.py: unindent does not match any outer indentation level (<unknown>, line 435)
Skipped LLM_code/arxiv_dataset/2021/Q1/LSFA/dff_rfcn/core/tester.py: Missing parentheses in call to 'print'. Did you mean print(...)? (<unknown>, line 105)
Skipped LLM_code/arxiv_dataset/2021/Q1/LSFA/dff_rfcn/demo.py: Missing parentheses in call to 'print'. Did you mean print(...)? (<unknown>, line 119)
Skipped LLM_code/arxiv_dataset/2021/Q1/LSFA/dff_rfcn/demo_batch.py: Missing parentheses in call to 'print'. Did you mean print(...)? (<unknown>, line 122)
Skipped LLM_code/arxiv_dataset/2021/Q1/LSFA/dff_rfcn/operator_py/proposal.py: Missing parentheses in call to 'print'. Did you mean print(...)? (<unknown>, line 47)
Skipped LLM_code/arxiv_dataset/2021/Q1/LSFA/dff_rfcn/operator_py/proposal_target.py: Missing parentheses in call to 'print'. Did you mean print(...)? (<unknown>, line 68)
Skipped LLM_code/arxiv_dataset/2021/Q1/LSFA/dff_rfcn/symbols/resnet_v1_101_flownet_rfcn.py: Missing parentheses in call to 'print'. Did you mean print(...)? (<unknown>, line 424)
Skipped LLM_code/arxiv_dataset/2021/Q1/LSFA/dff_rfcn/test.py: Missing parentheses in call to 'print'. Did you mean print(...)? (<unknown>, line 52)
Skipped LLM_code/arxiv_dataset/2021/Q1/LSFA/dff_rfcn/train_end2end.py: Missing parentheses in call to 'print'. Did you mean print(...)? (<unknown>, line 100)
Skipped LLM_code/arxiv_dataset/2021/Q1/LSFA/lib/bbox/bbox_regression.py: Missing parentheses in call to 'print'. Did you mean print(...)? (<unknown>, line 36)
Skipped LLM_code/arxiv_dataset/2021/Q1/LSFA/lib/dataset/imagenet_vid.py: Missing parentheses in call to 'print'. Did you mean print(...)? (<unknown>, line 60)
Skipped LLM_code/arxiv_dataset/2021/Q1/LSFA/lib/dataset/imagenet_vid_eval.py: Missing parentheses in call to 'print'. Did you mean print(...)? (<unknown>, line 92)
Skipped LLM_code/arxiv_dataset/2021/Q1/LSFA/lib/dataset/imdb.py: Missing parentheses in call to 'print'. Did you mean print(...)? (<unknown>, line 94)
Skipped LLM_code/arxiv_dataset/2021/Q1/LSFA/lib/rpn/rpn.py: Missing parentheses in call to 'print'. Did you mean print(...)? (<unknown>, line 161)
Skipped LLM_code/arxiv_dataset/2021/Q1/LSFA/lib/utils/load_data.py: Missing parentheses in call to 'print'. Did you mean print(...)? (<unknown>, line 56)
Skipped LLM_code/arxiv_dataset/2021/Q1/LSFA/lib/utils/roidb.py: Missing parentheses in call to 'print'. Did you mean print(...)? (<unknown>, line 27)
Skipped LLM_code/arxiv_dataset/2021/Q1/LSFA/rfcn/core/tester.py: Missing parentheses in call to 'print'. Did you mean print(...)? (<unknown>, line 104)
Skipped LLM_code/arxiv_dataset/2021/Q1/LSFA/rfcn/demo.py: Missing parentheses in call to 'print'. Did you mean print(...)? (<unknown>, line 117)
Skipped LLM_code/arxiv_dataset/2021/Q1/LSFA/rfcn/demo_batch.py: Missing parentheses in call to 'print'. Did you mean print(...)? (<unknown>, line 118)
Skipped LLM_code/arxiv_dataset/2021/Q1/LSFA/rfcn/operator_py/proposal.py: Missing parentheses in call to 'print'. Did you mean print(...)? (<unknown>, line 47)
Skipped LLM_code/arxiv_dataset/2021/Q1/LSFA/rfcn/operator_py/proposal_target.py: Missing parentheses in call to 'print'. Did you mean print(...)? (<unknown>, line 68)
Skipped LLM_code/arxiv_dataset/2021/Q1/LSFA/rfcn/symbols/resnet_v1_101_rfcn.py: Missing parentheses in call to 'print'. Did you mean print(...)? (<unknown>, line 569)
Skipped LLM_code/arxiv_dataset/2021/Q1/LSFA/rfcn/test.py: Missing parentheses in call to 'print'. Did you mean print(...)? (<unknown>, line 51)
Skipped LLM_code/arxiv_dataset/2021/Q1/distancetool/codes/find_horizon_range_de.py: inconsistent use of tabs and spaces in indentation (<unknown>, line 203)
Skipped LLM_code/arxiv_dataset/2021/Q1/AutoFCL/Models/ResNet50/AutoFC_ResNet_bayesian.py: inconsistent use of tabs and spaces in indentation (<unknown>, line 87)
Skipped LLM_code/arxiv_dataset/2021/Q1/novel-chapter-dataset/gutenberg/gutenberg/PaxHeader/__init__.py: invalid syntax (<unknown>, line 1)
Skipped LLM_code/arxiv_dataset/2021/Q1/novel-chapter-dataset/gutenberg/gutenberg/PaxHeader/admin.py: invalid syntax (<unknown>, line 1)
Skipped LLM_code/arxiv_dataset/2021/Q1/novel-chapter-dataset/gutenberg/gutenberg/PaxHeader/apps.py: invalid syntax (<unknown>, line 1)
Skipped LLM_code/arxiv_dataset/2021/Q1/novel-chapter-dataset/gutenberg/gutenberg/PaxHeader/forms.py: invalid syntax (<unknown>, line 1)
Skipped LLM_code/arxiv_dataset/2021/Q1/novel-chapter-dataset/gutenberg/gutenberg/PaxHeader/models.py: invalid syntax (<unknown>, line 1)
Skipped LLM_code/arxiv_dataset/2021/Q1/novel-chapter-dataset/gutenberg/gutenberg/PaxHeader/rdfparser.py: invalid syntax (<unknown>, line 1)
Skipped LLM_code/arxiv_dataset/2021/Q1/novel-chapter-dataset/gutenberg/gutenberg/PaxHeader/routers.py: invalid syntax (<unknown>, line 1)
Skipped LLM_code/arxiv_dataset/2021/Q1/novel-chapter-dataset/gutenberg/gutenberg/PaxHeader/tests.py: invalid syntax (<unknown>, line 1)
Skipped LLM_code/arxiv_dataset/2021/Q1/novel-chapter-dataset/gutenberg/gutenberg/PaxHeader/urls.py: invalid syntax (<unknown>, line 1)
Skipped LLM_code/arxiv_dataset/2021/Q1/novel-chapter-dataset/gutenberg/gutenberg/PaxHeader/views.py: invalid syntax (<unknown>, line 1)
Skipped LLM_code/arxiv_dataset/2021/Q1/novel-chapter-dataset/gutenberg/gutenberg/PaxHeader/xml2json.py: invalid syntax (<unknown>, line 1)
Skipped LLM_code/arxiv_dataset/2021/Q1/novel-chapter-dataset/gutenberg/gutenberg/management/PaxHeader/__init__.py: invalid syntax (<unknown>, line 1)
Skipped LLM_code/arxiv_dataset/2021/Q1/novel-chapter-dataset/gutenberg/gutenberg/management/commands/PaxHeader/__init__.py: invalid syntax (<unknown>, line 1)
Skipped LLM_code/arxiv_dataset/2021/Q1/novel-chapter-dataset/gutenberg/gutenberg/management/commands/PaxHeader/rdf.py: invalid syntax (<unknown>, line 1)
Skipped LLM_code/arxiv_dataset/2021/Q1/novel-chapter-dataset/gutenberg/gutenberg/management/commands/PaxHeader/rdf_import.py: invalid syntax (<unknown>, line 1)
Skipped LLM_code/arxiv_dataset/2021/Q1/novel-chapter-dataset/gutenberg/gutenberg/management/commands/rdf.py: expected an indented block after 'else' statement on line 85 (<unknown>, line 89)
Skipped LLM_code/arxiv_dataset/2021/Q1/novel-chapter-dataset/gutenberg/gutenberg/migrations/PaxHeader/0001_initial.py: invalid syntax (<unknown>, line 1)
Skipped LLM_code/arxiv_dataset/2021/Q1/novel-chapter-dataset/gutenberg/gutenberg/migrations/PaxHeader/0002_auto_20170604_1704.py: invalid syntax (<unknown>, line 1)
Skipped LLM_code/arxiv_dataset/2021/Q1/novel-chapter-dataset/gutenberg/gutenberg/migrations/PaxHeader/__init__.py: invalid syntax (<unknown>, line 1)
Skipped LLM_code/arxiv_dataset/2021/Q1/paper-dgmm2021/code/DGMM_release_code/2.BDCN/caffemodel2pytorch/caffe2pytorch.py: Missing parentheses in call to 'print'. Did you mean print(...)? (<unknown>, line 44)
Skipped LLM_code/arxiv_dataset/2021/Q1/paper-dgmm2021/code/DGMM_release_code/2.BDCN/caffemodel2pytorch/vgg16.py: invalid syntax (<unknown>, line 2)
Skipped LLM_code/arxiv_dataset/2021/Q3/2DAE/MNIST_model.py: unmatched ')' (<unknown>, line 49)
Skipped LLM_code/arxiv_dataset/2021/Q3/OQA/model_zoo.py: unindent does not match any outer indentation level (<unknown>, line 203)
Skipped LLM_code/arxiv_dataset/2021/Q3/OneNet/tools/benchmark.py: invalid decimal literal (<unknown>, line 98)
Skipped LLM_code/arxiv_dataset/2021/Q3/OneNet/tools/plain_train_net.py: invalid decimal literal (<unknown>, line 225)
Skipped LLM_code/arxiv_dataset/2021/Q3/Dravidian-MTL-Benchmarking/Single Tasks/XLNet for offensive.py: invalid syntax (<unknown>, line 16)
Skipped LLM_code/arxiv_dataset/2021/Q3/Dravidian-MTL-Benchmarking/Single Tasks/XLNet for sentiment.py: invalid syntax (<unknown>, line 16)
Skipped LLM_code/arxiv_dataset/2021/Q3/DebiasingHateDetectionAAE/src/twitteraae/code/emoji.py: Missing parentheses in call to 'print'. Did you mean print(...)? (<unknown>, line 96)
Skipped LLM_code/arxiv_dataset/2021/Q3/cnn_txf_bias/texture-vs-shape/lab-experiment/helper_functions/visual_degrees.py: Missing parentheses in call to 'print'. Did you mean print(...)? (<unknown>, line 16)
Skipped LLM_code/arxiv_dataset/2021/Q2/PISE/data/dance_dataset.py: closing parenthesis ')' does not match opening parenthesis '[' (<unknown>, line 198)
Skipped LLM_code/arxiv_dataset/2021/Q2/PISE/model/painet_model.py: invalid syntax (<unknown>, line 103)
Skipped LLM_code/arxiv_dataset/2021/Q2/ddks/ddks/methods/tdks.py: invalid syntax (<unknown>, line 58)
Skipped LLM_code/arxiv_dataset/2021/Q2/nn_data_collection/src/collect_data.py: multiple exception types must be parenthesized (<unknown>, line 359)
Skipped LLM_code/arxiv_dataset/2021/Q2/SARSeg/models/SegNet.py: 'utf-8' codec can't decode byte 0xd0 in position 8839: invalid continuation byte
Skipped LLM_code/arxiv_dataset/2021/Q2/tinker-hp/v1.1v/source/Tinker_deps.py: Missing parentheses in call to 'print'. Did you mean print(...)? (<unknown>, line 23)
Skipped LLM_code/arxiv_dataset/2021/Q2/UGDSRE/initialize_nyt10_part1.py: inconsistent use of tabs and spaces in indentation (<unknown>, line 52)
Skipped LLM_code/arxiv_dataset/2021/Q2/UGDSRE/initialize_nyt10_part2.py: inconsistent use of tabs and spaces in indentation (<unknown>, line 40)
Skipped LLM_code/arxiv_dataset/2021/Q2/UGDSRE/ugdsre_biomedical/kg_dataset_transe.py: inconsistent use of tabs and spaces in indentation (<unknown>, line 43)
Skipped LLM_code/arxiv_dataset/2021/Q2/UGDSRE/ugdsre_biomedical/metrics.py: Missing parentheses in call to 'print'. Did you mean print(...)? (<unknown>, line 39)
Skipped LLM_code/arxiv_dataset/2021/Q2/UGDSRE/ugdsre_biomedical/network_pretrain.py: inconsistent use of tabs and spaces in indentation (<unknown>, line 27)
Skipped LLM_code/arxiv_dataset/2021/Q2/UGDSRE/ugdsre_biomedical/network_pretrain_rank.py: inconsistent use of tabs and spaces in indentation (<unknown>, line 23)
Skipped LLM_code/arxiv_dataset/2021/Q2/UGDSRE/ugdsre_biomedical/network_ug.py: inconsistent use of tabs and spaces in indentation (<unknown>, line 20)
Skipped LLM_code/arxiv_dataset/2021/Q2/UGDSRE/ugdsre_biomedical/test_baseline.py: Missing parentheses in call to 'print'. Did you mean print(...)? (<unknown>, line 64)
Skipped LLM_code/arxiv_dataset/2021/Q2/UGDSRE/ugdsre_biomedical/test_ug.py: Missing parentheses in call to 'print'. Did you mean print(...)? (<unknown>, line 61)
Skipped LLM_code/arxiv_dataset/2021/Q2/UGDSRE/ugdsre_biomedical/test_ug_proposed.py: Missing parentheses in call to 'print'. Did you mean print(...)? (<unknown>, line 62)
Skipped LLM_code/arxiv_dataset/2021/Q2/UGDSRE/ugdsre_biomedical/train_ug_pretrain.py: Missing parentheses in call to 'print'. Did you mean print(...)? (<unknown>, line 65)
Skipped LLM_code/arxiv_dataset/2021/Q2/UGDSRE/ugdsre_biomedical/train_ug_ranking_pretrain.py: Missing parentheses in call to 'print'. Did you mean print(...)? (<unknown>, line 69)
Skipped LLM_code/arxiv_dataset/2021/Q2/UGDSRE/ugdsre_nyt10/kg_dataset_transe.py: inconsistent use of tabs and spaces in indentation (<unknown>, line 43)
Skipped LLM_code/arxiv_dataset/2021/Q2/UGDSRE/ugdsre_nyt10/metrics.py: Missing parentheses in call to 'print'. Did you mean print(...)? (<unknown>, line 39)
Skipped LLM_code/arxiv_dataset/2021/Q2/UGDSRE/ugdsre_nyt10/network_pretrain.py: inconsistent use of tabs and spaces in indentation (<unknown>, line 26)
Skipped LLM_code/arxiv_dataset/2021/Q2/UGDSRE/ugdsre_nyt10/network_pretrain_rank.py: inconsistent use of tabs and spaces in indentation (<unknown>, line 23)
Skipped LLM_code/arxiv_dataset/2021/Q2/UGDSRE/ugdsre_nyt10/network_ug.py: inconsistent use of tabs and spaces in indentation (<unknown>, line 26)
Skipped LLM_code/arxiv_dataset/2021/Q2/UGDSRE/ugdsre_nyt10/test_baseline.py: Missing parentheses in call to 'print'. Did you mean print(...)? (<unknown>, line 64)
Skipped LLM_code/arxiv_dataset/2021/Q2/UGDSRE/ugdsre_nyt10/test_ug.py: Missing parentheses in call to 'print'. Did you mean print(...)? (<unknown>, line 61)
Skipped LLM_code/arxiv_dataset/2021/Q2/UGDSRE/ugdsre_nyt10/test_ug_proposed.py: Missing parentheses in call to 'print'. Did you mean print(...)? (<unknown>, line 62)
Skipped LLM_code/arxiv_dataset/2021/Q2/UGDSRE/ugdsre_nyt10/train_ug_pretrain.py: Missing parentheses in call to 'print'. Did you mean print(...)? (<unknown>, line 70)
Skipped LLM_code/arxiv_dataset/2021/Q2/UGDSRE/ugdsre_nyt10/train_ug_ranking_pretrain.py: Missing parentheses in call to 'print'. Did you mean print(...)? (<unknown>, line 70)
