Skipped LLM_code/arxiv_dataset/2020/Q1/SynSeg-Net/torchsrc/ext/fcn.berkeleyvision.org/surgery.py: Missing parentheses in call to 'print'. Did you mean print(...)? (<unknown>, line 21)
Skipped LLM_code/arxiv_dataset/2020/Q1/CLRIQA/src/mine_layer/pt_losslayer_csiq.py: Missing parentheses in call to 'print'. Did you mean print(...)? (<unknown>, line 9)
Skipped LLM_code/arxiv_dataset/2020/Q1/CLRIQA/src/mine_layer/pt_losslayer_livec.py: Missing parentheses in call to 'print'. Did you mean print(...)? (<unknown>, line 15)
Skipped LLM_code/arxiv_dataset/2020/Q1/CLRIQA/src/mine_layer/pt_losslayer_tid2013.py: Missing parentheses in call to 'print'. Did you mean print(...)? (<unknown>, line 10)
Skipped LLM_code/arxiv_dataset/2020/Q1/CLRIQA/src/mine_layer/pt_datalayer_livec.py: inconsistent use of tabs and spaces in indentation (<unknown>, line 49)
Skipped LLM_code/arxiv_dataset/2020/Q1/CLRIQA/src/tools/layers_ft.py: Missing parentheses in call to 'print'. Did you mean print(...)? (<unknown>, line 9)
Skipped LLM_code/arxiv_dataset/2020/Q1/CLRIQA/test/live/test.py: inconsistent use of tabs and spaces in indentation (<unknown>, line 43)
Skipped LLM_code/arxiv_dataset/2020/Q1/CLRIQA/test/csiq/test.py: inconsistent use of tabs and spaces in indentation (<unknown>, line 44)
Skipped LLM_code/arxiv_dataset/2020/Q1/CLRIQA/test/livec/test.py: inconsistent use of tabs and spaces in indentation (<unknown>, line 44)
Skipped LLM_code/arxiv_dataset/2020/Q1/CLRIQA/test/tid2013/test.py: inconsistent use of tabs and spaces in indentation (<unknown>, line 43)
Skipped LLM_code/arxiv_dataset/2020/Q1/CloudPose/object_6d_pose.py: Missing parentheses in call to 'print'. Did you mean print(...)? (<unknown>, line 159)
Skipped LLM_code/arxiv_dataset/2020/Q1/CloudPose/ycb_video_data_tfRecords/script/2_dataset_to_tfRecord_small.py: Missing parentheses in call to 'print'. Did you mean print(...)? (<unknown>, line 221)
Skipped LLM_code/arxiv_dataset/2020/Q1/bilbo-bagging-hybrid/models/cnn/cnn.py: unexpected indent (<unknown>, line 12)
Skipped LLM_code/arxiv_dataset/2020/Q1/bilbo-bagging-hybrid/models/ann/ann.py: unexpected indent (<unknown>, line 17)
Skipped LLM_code/arxiv_dataset/2020/Q1/bilbo-bagging-hybrid/models/bilbo-hybrid/bilbo-hybrid.py: unexpected indent (<unknown>, line 17)
Skipped LLM_code/arxiv_dataset/2020/Q1/bilbo-bagging-hybrid/models/mit/mit.py: unexpected indent (<unknown>, line 8)
Skipped LLM_code/arxiv_dataset/2020/Q1/Put-In-Context/mturk/Mturk/expH/custom.py: inconsistent use of tabs and spaces in indentation (<unknown>, line 61)
Skipped LLM_code/arxiv_dataset/2020/Q1/Put-In-Context/mturk/Mturk/expG/custom.py: inconsistent use of tabs and spaces in indentation (<unknown>, line 61)
Skipped LLM_code/arxiv_dataset/2020/Q1/Put-In-Context/mturk/Mturk/expD/custom.py: inconsistent use of tabs and spaces in indentation (<unknown>, line 61)
Skipped LLM_code/arxiv_dataset/2020/Q1/Put-In-Context/mturk/Mturk/expA_what/custom.py: inconsistent use of tabs and spaces in indentation (<unknown>, line 61)
Skipped LLM_code/arxiv_dataset/2020/Q1/Put-In-Context/mturk/Mturk/expE/custom.py: inconsistent use of tabs and spaces in indentation (<unknown>, line 61)
Skipped LLM_code/arxiv_dataset/2020/Q1/Put-In-Context/mturk/Mturk/expC/custom.py: inconsistent use of tabs and spaces in indentation (<unknown>, line 61)
Skipped LLM_code/arxiv_dataset/2020/Q1/Put-In-Context/mturk/Mturk/expB/custom.py: inconsistent use of tabs and spaces in indentation (<unknown>, line 61)
Skipped LLM_code/arxiv_dataset/2020/Q1/Put-In-Context/mturk/Mturk/GTlabel/custom.py: inconsistent use of tabs and spaces in indentation (<unknown>, line 61)
Skipped LLM_code/arxiv_dataset/2020/Q1/ListContinuation_WSDM2020/main.py: Missing parentheses in call to 'print'. Did you mean print(...)? (<unknown>, line 62)
Skipped LLM_code/arxiv_dataset/2020/Q1/ListContinuation_WSDM2020/util.py: Missing parentheses in call to 'print'. Did you mean print(...)? (<unknown>, line 105)
Skipped LLM_code/arxiv_dataset/2020/Q1/WSIRegistration/setRegionOfInterest.py: '[' was never closed (<unknown>, line 12)
Skipped LLM_code/arxiv_dataset/2020/Q1/SemGCN/models/sem_gcn.py: invalid syntax (<unknown>, line 49)
Skipped LLM_code/arxiv_dataset/2020/Q1/kwak_wavelets/kwak/w_analysis.py: unexpected indent (<unknown>, line 73)
Skipped LLM_code/arxiv_dataset/2020/Q1/lsc-cnn/main.py: cannot use starred expression here (<unknown>, line 642)
Skipped LLM_code/arxiv_dataset/2020/Q1/CrDoCo-pytorch/model/TaskModel.py: invalid syntax (<unknown>, line 57)
Skipped LLM_code/arxiv_dataset/2020/Q1/A-Two-Step-Disentanglement-Method/DisAdvNet2.py: inconsistent use of tabs and spaces in indentation (<unknown>, line 21)
Skipped LLM_code/arxiv_dataset/2020/Q1/A-Two-Step-Disentanglement-Method/DisAdvNet.py: inconsistent use of tabs and spaces in indentation (<unknown>, line 21)
Skipped LLM_code/arxiv_dataset/2020/Q1/A-Two-Step-Disentanglement-Method/train_proc.py: Missing parentheses in call to 'print'. Did you mean print(...)? (<unknown>, line 46)
Skipped LLM_code/arxiv_dataset/2020/Q1/A-Two-Step-Disentanglement-Method/test_net.py: Missing parentheses in call to 'print'. Did you mean print(...)? (<unknown>, line 56)
Skipped LLM_code/arxiv_dataset/2020/Q1/Explicit-Sparse-Transformer/fairseq_deen_ende/fairseq_cli/setup.py: invalid syntax (<unknown>, line 1)
Skipped LLM_code/arxiv_dataset/2020/Q1/Explicit-Sparse-Transformer/fairseq_deen_ende/fairseq_cli/eval_lm.py: invalid syntax (<unknown>, line 1)
Skipped LLM_code/arxiv_dataset/2020/Q1/Explicit-Sparse-Transformer/fairseq_deen_ende/fairseq_cli/generate.py: invalid syntax (<unknown>, line 1)
Skipped LLM_code/arxiv_dataset/2020/Q1/Explicit-Sparse-Transformer/fairseq_deen_ende/fairseq_cli/preprocess.py: invalid syntax (<unknown>, line 1)
Skipped LLM_code/arxiv_dataset/2020/Q1/Explicit-Sparse-Transformer/fairseq_deen_ende/fairseq_cli/score.py: invalid syntax (<unknown>, line 1)
Skipped LLM_code/arxiv_dataset/2020/Q1/Explicit-Sparse-Transformer/fairseq_deen_ende/fairseq_cli/train.py: invalid syntax (<unknown>, line 1)
Skipped LLM_code/arxiv_dataset/2020/Q1/Explicit-Sparse-Transformer/fairseq_deen_ende/fairseq_cli/interactive.py: invalid syntax (<unknown>, line 1)
Skipped LLM_code/arxiv_dataset/2020/Q1/Big-but-Invisible-Adversarial-Attack/tadv/iclr_tadv.py: inconsistent use of tabs and spaces in indentation (<unknown>, line 290)
Skipped LLM_code/arxiv_dataset/2020/Q1/GTP/src/GTP_G/src/run_GTP_G.py: Missing parentheses in call to 'print'. Did you mean print(...)? (<unknown>, line 410)
Skipped LLM_code/arxiv_dataset/2020/Q1/GTP/src/data_prepare/generate_batch_data.py: Missing parentheses in call to 'print'. Did you mean print(...)? (<unknown>, line 61)
Skipped LLM_code/arxiv_dataset/2020/Q1/GTP/src/GTP/src/run_GTP.py: Missing parentheses in call to 'print'. Did you mean print(...)? (<unknown>, line 417)
Skipped LLM_code/arxiv_dataset/2020/Q1/epos/EPOS/scriptdir/examples/example_3_population_synthesis.py: Missing parentheses in call to 'print'. Did you mean print(...)? (<unknown>, line 73)
Skipped LLM_code/arxiv_dataset/2020/Q1/RaCT_CF/scripts/main_ablation.py: invalid syntax (<unknown>, line 29)
Skipped LLM_code/arxiv_dataset/2020/Q1/end2end-all-conv/dm_image.py: Missing parentheses in call to 'print'. Did you mean print(...)? (<unknown>, line 516)
Skipped LLM_code/arxiv_dataset/2020/Q1/end2end-all-conv/dm_keras_ext.py: Missing parentheses in call to 'print'. Did you mean print(...)? (<unknown>, line 203)
Skipped LLM_code/arxiv_dataset/2020/Q1/end2end-all-conv/ddsm_train/heatmap_score.py: Missing parentheses in call to 'print'. Did you mean print(...)? (<unknown>, line 49)
Skipped LLM_code/arxiv_dataset/2020/Q1/end2end-all-conv/ddsm_train/patch_clf_train.py: Missing parentheses in call to 'print'. Did you mean print(...)? (<unknown>, line 91)
Skipped LLM_code/arxiv_dataset/2020/Q1/end2end-all-conv/ddsm_train/sample_patches_combined.py: Missing parentheses in call to 'print'. Did you mean print(...)? (<unknown>, line 103)
Skipped LLM_code/arxiv_dataset/2020/Q1/end2end-all-conv/ddsm_train/sample_patches_main.py: Missing parentheses in call to 'print'. Did you mean print(...)? (<unknown>, line 92)
Skipped LLM_code/arxiv_dataset/2020/Q1/end2end-all-conv/ddsm_train/image_clf_train.py: Missing parentheses in call to 'print'. Did you mean print(...)? (<unknown>, line 98)
Skipped LLM_code/arxiv_dataset/2020/Q1/turnover/code/idea/turnover.py: Missing parentheses in call to 'print'. Did you mean print(...)? (<unknown>, line 60)
Skipped LLM_code/arxiv_dataset/2020/Q1/PVN3D/pvn3d/lib/utils/icp/pvn3d_icp.py: expected an indented block after function definition on line 6 (<unknown>, line 9)
Skipped LLM_code/arxiv_dataset/2020/Q1/DeepXi/deepxi/normalisation.py: inconsistent use of tabs and spaces in indentation (<unknown>, line 128)
Skipped LLM_code/arxiv_dataset/2020/Q1/ThreeBody_Stability/get_ac.py: Missing parentheses in call to 'print'. Did you mean print(...)? (<unknown>, line 24)
Skipped LLM_code/arxiv_dataset/2020/Q1/PointCloudDet3D/pcdet/datasets/kitti/kitti_object_eval_python/evaluate.py: invalid syntax (<unknown>, line 5)
Skipped LLM_code/arxiv_dataset/2020/Q1/WorldGeneration/evennia-engine/evennia/evennia/contrib/ingame_python/tests.py: invalid non-printable character U+FEFF (<unknown>, line 1)
Skipped LLM_code/arxiv_dataset/2020/Q1/explain_invertible/train_inverse_net_1d.py: invalid syntax (<unknown>, line 202)
Skipped LLM_code/arxiv_dataset/2020/Q1/GPS-Net/lib/dataloaders/blob.py: invalid syntax (<unknown>, line 151)
Skipped LLM_code/arxiv_dataset/2020/Q1/HoMM-Master/HoMM_mnist/TrainLenetsne.py: Missing parentheses in call to 'print'. Did you mean print(...)? (<unknown>, line 80)
Skipped LLM_code/arxiv_dataset/2020/Q1/HoMM-Master/HoMM_mnist/TrainNet.py: Missing parentheses in call to 'print'. Did you mean print(...)? (<unknown>, line 67)
Skipped LLM_code/arxiv_dataset/2020/Q1/HoMM-Master/HoMM_mnist/TrainLenet3.py: Missing parentheses in call to 'print'. Did you mean print(...)? (<unknown>, line 81)
Skipped LLM_code/arxiv_dataset/2020/Q1/HoMM-Master/HoMM_mnist/DataLoader.py: Missing parentheses in call to 'print'. Did you mean print(...)? (<unknown>, line 49)
Skipped LLM_code/arxiv_dataset/2020/Q1/HoMM-Master/HoMM_mnist/TrainLenet.py: Missing parentheses in call to 'print'. Did you mean print(...)? (<unknown>, line 79)
Skipped LLM_code/arxiv_dataset/2020/Q1/HoMM-Master/HoMM_office/resnet/finetune.py: Missing parentheses in call to 'print'. Did you mean print(...)? (<unknown>, line 199)
Skipped LLM_code/arxiv_dataset/2020/Q1/funie-gan/TF-Keras/train_UGAN.py: Missing parentheses in call to 'print'. Did you mean print(...)? (<unknown>, line 139)
Skipped LLM_code/arxiv_dataset/2020/Q1/funie-gan/TF-Keras/test_UGAN.py: Missing parentheses in call to 'print'. Did you mean print(...)? (<unknown>, line 56)
Skipped LLM_code/arxiv_dataset/2020/Q1/funie-gan/TF-Keras/nets/resnet.py: Missing parentheses in call to 'print'. Did you mean print(...)? (<unknown>, line 89)
Skipped LLM_code/arxiv_dataset/2020/Q1/records-research/clinical-notes-prediction/input_transformer.py: '(' was never closed (<unknown>, line 259)
Skipped LLM_code/arxiv_dataset/2020/Q1/records-research/clinical-notes-prediction/ehr_prediction_model.py: unmatched ')' (<unknown>, line 57)
Skipped LLM_code/arxiv_dataset/2020/Q1/Biscotti/nsdi-eval/eval_Privacy/extractPrivacyFigures.py: Missing parentheses in call to 'print'. Did you mean print(...)? (<unknown>, line 16)
Skipped LLM_code/arxiv_dataset/2020/Q1/Biscotti/nsdi-eval/eval_Privacy/plot.py: Missing parentheses in call to 'print'. Did you mean print(...)? (<unknown>, line 16)
Skipped LLM_code/arxiv_dataset/2020/Q1/Biscotti/nsdi-eval/eval_Performance/extractPerfFigures.py: Missing parentheses in call to 'print'. Did you mean print(...)? (<unknown>, line 18)
Skipped LLM_code/arxiv_dataset/2020/Q1/Biscotti/nsdi-eval/eval_Performance/plot.py: Missing parentheses in call to 'print'. Did you mean print(...)? (<unknown>, line 15)
Skipped LLM_code/arxiv_dataset/2020/Q1/Biscotti/nsdi-eval/eval_FaultTolerance/extractFaultFigures.py: Missing parentheses in call to 'print'. Did you mean print(...)? (<unknown>, line 18)
Skipped LLM_code/arxiv_dataset/2020/Q1/Biscotti/nsdi-eval/eval_FaultTolerance/plot.py: Missing parentheses in call to 'print'. Did you mean print(...)? (<unknown>, line 15)
Skipped LLM_code/arxiv_dataset/2020/Q1/Biscotti/nsdi-eval/credit/plot_poison.py: Missing parentheses in call to 'print'. Did you mean print(...)? (<unknown>, line 28)
Skipped LLM_code/arxiv_dataset/2020/Q1/Biscotti/nsdi-eval/eval_PerformanceNVM/extractPerfFigures.py: Missing parentheses in call to 'print'. Did you mean print(...)? (<unknown>, line 18)
Skipped LLM_code/arxiv_dataset/2020/Q1/Biscotti/nsdi-eval/eval_PerformanceNVM/plot.py: Missing parentheses in call to 'print'. Did you mean print(...)? (<unknown>, line 15)
Skipped LLM_code/arxiv_dataset/2020/Q1/Biscotti/eval/eval_poison/generateResults.py: Missing parentheses in call to 'print'. Did you mean print(...)? (<unknown>, line 65)
Skipped LLM_code/arxiv_dataset/2020/Q1/Biscotti/eval/eval_performance/parseLogs.py: Missing parentheses in call to 'print'. Did you mean print(...)? (<unknown>, line 293)
Skipped LLM_code/arxiv_dataset/2020/Q1/Biscotti/eval/eval_privacy_noise_attack/vrf_noise_security.py: Missing parentheses in call to 'print'. Did you mean print(...)? (<unknown>, line 24)
Skipped LLM_code/arxiv_dataset/2020/Q1/Biscotti/eval/eval_FT/plot_churn.py: Missing parentheses in call to 'print'. Did you mean print(...)? (<unknown>, line 94)
Skipped LLM_code/arxiv_dataset/2020/Q1/Biscotti/eval/eval_FedSys_scale/plot.py: Missing parentheses in call to 'print'. Did you mean print(...)? (<unknown>, line 63)
Skipped LLM_code/arxiv_dataset/2020/Q1/Biscotti/eval/eval_privacy_utility_krum/generateResults.py: Missing parentheses in call to 'print'. Did you mean print(...)? (<unknown>, line 23)
Skipped LLM_code/arxiv_dataset/2020/Q1/Biscotti/nsdi-eval-reruns/Incremental_Performance/extractPerfFigures.py: Missing parentheses in call to 'print'. Did you mean print(...)? (<unknown>, line 18)
Skipped LLM_code/arxiv_dataset/2020/Q1/Biscotti/nsdi-eval-reruns/Incremental_Performance/plot.py: Missing parentheses in call to 'print'. Did you mean print(...)? (<unknown>, line 15)
Skipped LLM_code/arxiv_dataset/2020/Q1/Biscotti/nsdi-eval-reruns/privacy_utility_tradeoff/generateResults.py: Missing parentheses in call to 'print'. Did you mean print(...)? (<unknown>, line 22)
Skipped LLM_code/arxiv_dataset/2020/Q1/Biscotti/ML/Pytorch/client_obj.py: Missing parentheses in call to 'print'. Did you mean print(...)? (<unknown>, line 30)
Skipped LLM_code/arxiv_dataset/2020/Q1/Biscotti/ML/code/linear_model.py: Missing parentheses in call to 'print'. Did you mean print(...)? (<unknown>, line 51)
Skipped LLM_code/arxiv_dataset/2020/Q1/Biscotti/ML/code/baselines.py: Missing parentheses in call to 'print'. Did you mean print(...)? (<unknown>, line 26)
Skipped LLM_code/arxiv_dataset/2020/Q1/Biscotti/poison_eval/generateResults.py: Missing parentheses in call to 'print'. Did you mean print(...)? (<unknown>, line 59)
Skipped LLM_code/arxiv_dataset/2020/Q1/unilm/edgelm/examples/adaptive_span/truncated_bptt_lm_task.py: invalid syntax (<unknown>, line 1)
Skipped LLM_code/arxiv_dataset/2020/Q1/unilm/kosmos-2/fairseq/examples/adaptive_span/truncated_bptt_lm_task.py: invalid syntax (<unknown>, line 1)
Skipped LLM_code/arxiv_dataset/2020/Q1/unilm/infoxlm/fairseq/fairseq_cli/setup.py: invalid syntax (<unknown>, line 1)
Skipped LLM_code/arxiv_dataset/2020/Q1/unilm/infoxlm/fairseq/fairseq_cli/eval_lm.py: invalid syntax (<unknown>, line 1)
Skipped LLM_code/arxiv_dataset/2020/Q1/unilm/infoxlm/fairseq/fairseq_cli/generate.py: invalid syntax (<unknown>, line 1)
Skipped LLM_code/arxiv_dataset/2020/Q1/unilm/infoxlm/fairseq/fairseq_cli/preprocess.py: invalid syntax (<unknown>, line 1)
Skipped LLM_code/arxiv_dataset/2020/Q1/unilm/infoxlm/fairseq/fairseq_cli/score.py: invalid syntax (<unknown>, line 1)
Skipped LLM_code/arxiv_dataset/2020/Q1/unilm/infoxlm/fairseq/fairseq_cli/train.py: invalid syntax (<unknown>, line 1)
Skipped LLM_code/arxiv_dataset/2020/Q1/unilm/infoxlm/fairseq/fairseq_cli/interactive.py: invalid syntax (<unknown>, line 1)
Skipped LLM_code/arxiv_dataset/2020/Q1/MNN/tools/converter/source/onnx/onnx_model_graph_opt.py: closing parenthesis ']' does not match opening parenthesis '(' (<unknown>, line 267)
Skipped LLM_code/arxiv_dataset/2020/Q1/ICRA2020/instance_comparator/run.py: inconsistent use of tabs and spaces in indentation (<unknown>, line 103)
Skipped LLM_code/arxiv_dataset/2020/Q1/ICRA2020/topological_classifier/classifier_CNN.py: invalid syntax (<unknown>, line 158)
Skipped LLM_code/arxiv_dataset/2020/Q1/ICRA2020/topological_classifier/classifier_LSTM.py: Missing parentheses in call to 'print'. Did you mean print(...)? (<unknown>, line 257)
Skipped LLM_code/arxiv_dataset/2020/Q1/ICRA2020/pose_graph_optimizer/carto2g2o.py: inconsistent use of tabs and spaces in indentation (<unknown>, line 174)
Skipped LLM_code/arxiv_dataset/2020/Q1/ICRA2020/pose_graph_optimizer/mlp_read.py: Missing parentheses in call to 'print'. Did you mean print(...)? (<unknown>, line 64)
Skipped LLM_code/arxiv_dataset/2020/Q1/ICRA2020/pose_graph_optimizer/fast/hover.py: Missing parentheses in call to 'print'. Did you mean print(...)? (<unknown>, line 15)
